age,job,education,day_of_week,duration,campaign,poutcome,cons_conf_idx,euribor3m,nr_employed
49,9,3,1,222,4,0,-46.2,1.244,5099.1
37,1,0,2,138,1,1,-42.0,4.076,5195.8
36,0,6,4,153,2,1,-42.7,4.962,5228.1
37,0,6,2,194,2,0,-34.8,0.654,5008.7
38,9,5,3,80,4,1,-42.7,4.961,5228.1
42,7,5,1,136,2,1,-36.4,4.858,5191.0
42,1,1,2,219,1,1,-46.2,1.327,5099.1
32,0,6,3,384,1,1,-40.8,1.262,5076.2
45,0,3,3,190,5,1,-36.4,4.856,5191.0
44,11,1,4,254,3,1,-36.4,4.858,5191.0
29,0,2,2,93,1,1,-36.4,4.86,5191.0
77,5,0,1,445,2,0,-30.1,0.714,5017.5
32,0,6,4,84,2,0,-46.2,1.281,5099.1
35,9,6,4,294,1,1,-36.4,4.857,5191.0
28,7,7,3,285,1,1,-36.4,4.857,5191.0
56,9,0,4,138,6,1,-42.7,4.963,5228.1
30,0,6,4,303,4,1,-36.4,4.859,5191.0
39,0,6,3,104,1,1,-36.1,4.963,5228.1
29,9,3,1,171,1,1,-36.4,4.857,5191.0
30,8,5,3,104,1,0,-37.5,0.88,4963.6
36,9,3,1,65,2,1,-36.1,4.963,5228.1
45,9,5,4,37,3,1,-41.8,4.962,5228.1
27,1,2,4,118,1,1,-36.4,4.857,5191.0
27,9,5,3,136,2,1,-39.8,0.737,4991.6
41,1,1,4,92,1,1,-42.7,4.963,5228.1
33,0,3,2,41,1,1,-36.4,4.86,5191.0
34,9,3,2,732,1,1,-42.0,4.076,5195.8
32,0,6,4,1311,2,1,-42.0,4.12,5195.8
42,1,7,3,37,1,1,-36.4,4.856,5191.0
31,0,6,4,357,2,1,-41.8,4.864,5228.1
45,7,1,2,138,1,1,-41.8,4.961,5228.1
45,1,1,0,636,2,1,-42.7,4.963,5228.1
46,1,0,2,89,1,1,-41.8,4.961,5228.1
33,1,0,3,150,4,1,-46.2,1.291,5099.1
37,9,3,2,91,1,1,-36.1,4.968,5228.1
31,7,3,1,150,2,1,-47.1,1.405,5099.1
43,4,6,2,274,3,0,-46.2,1.327,5099.1
36,1,2,2,158,1,0,-46.2,1.327,5099.1
45,1,1,2,272,2,1,-41.8,4.866,5228.1
42,9,5,1,152,2,1,-36.4,4.857,5191.0
43,10,2,3,633,28,1,-41.8,4.864,5228.1
49,9,5,0,79,2,1,-41.8,4.967,5228.1
57,0,3,4,644,1,0,-46.2,1.334,5099.1
43,4,6,1,205,1,1,-47.1,1.405,5099.1
50,7,3,4,148,2,1,-46.2,1.334,5099.1
43,0,6,0,882,3,1,-47.1,1.405,5099.1
43,0,3,1,128,22,1,-42.7,4.962,5228.1
56,9,5,1,163,3,1,-42.7,4.96,5228.1
36,0,6,2,674,3,1,-42.7,4.958,5228.1
32,0,6,0,98,1,0,-46.2,1.25,5099.1
21,8,7,1,288,5,1,-46.2,1.354,5099.1
31,8,3,0,175,2,1,-42.7,4.963,5228.1
30,0,6,1,711,1,1,-42.0,4.191,5195.8
51,1,5,2,17,5,1,-36.1,4.962,5228.1
30,8,5,3,237,2,1,-37.5,0.88,4963.6
80,5,0,4,403,1,1,-34.6,0.642,5008.7
31,10,5,1,169,4,1,-36.4,4.857,5191.0
59,3,0,4,111,1,1,-36.1,4.967,5228.1
38,0,1,1,204,2,1,-42.0,4.191,5195.8
36,0,6,1,58,2,1,-36.1,4.963,5228.1
31,7,3,4,82,1,0,-42.0,4.12,5195.8
27,7,3,2,88,1,0,-46.2,1.266,5099.1
55,4,6,3,90,5,1,-36.4,4.857,5191.0
39,1,2,3,342,3,1,-36.4,4.856,5191.0
38,9,5,3,170,3,1,-42.7,4.961,5228.1
37,1,5,3,213,2,1,-36.4,4.857,5191.0
37,9,5,0,26,6,1,-41.8,4.959,5228.1
57,4,6,3,190,3,1,-36.4,4.857,5191.0
38,0,6,1,69,1,1,-50.0,1.811,5099.1
25,0,6,0,255,1,1,-31.4,0.881,5076.2
42,0,6,0,125,3,1,-36.4,4.855,5191.0
41,9,5,2,18,1,1,-45.9,3.669,5176.3
58,5,0,3,614,1,1,-42.7,4.961,5228.1
42,6,6,0,327,3,1,-36.1,4.966,5228.1
32,4,6,3,71,3,1,-50.0,1.687,5099.1
38,9,5,1,15,7,1,-46.2,1.244,5099.1
24,9,5,0,447,1,1,-36.4,4.864,5191.0
38,9,7,0,172,1,1,-42.7,4.962,5228.1
52,9,5,4,133,2,1,-36.4,4.856,5191.0
30,0,6,0,191,1,1,-46.2,1.25,5099.1
47,7,3,3,107,1,1,-42.0,4.153,5195.8
27,0,6,1,148,1,1,-47.1,1.392,5099.1
44,0,6,1,208,1,1,-36.1,4.97,5228.1
38,0,6,1,103,2,1,-46.2,1.244,5099.1
35,1,0,1,289,5,1,-46.2,1.299,5099.1
30,1,2,1,386,2,1,-36.4,4.857,5191.0
30,0,6,4,819,1,1,-36.4,4.858,5191.0
37,1,3,0,1236,2,1,-36.4,4.864,5191.0
45,1,2,3,121,1,1,-36.4,4.856,5191.0
61,4,6,3,195,1,2,-30.1,0.715,5017.5
32,0,6,1,200,1,1,-36.1,4.97,5228.1
31,0,3,0,187,1,1,-36.4,4.855,5191.0
34,1,2,0,333,2,1,-47.1,1.405,5099.1
43,9,3,0,60,1,1,-36.1,4.963,5228.1
80,5,0,4,323,1,1,-31.4,0.834,5076.2
51,3,3,2,241,2,1,-42.7,4.962,5228.1
28,7,2,4,191,1,1,-42.7,4.957,5228.1
36,9,5,1,314,4,1,-42.7,4.962,5228.1
28,7,5,2,210,2,1,-46.2,1.266,5099.1
38,1,3,2,21,1,1,-39.8,0.729,4991.6
41,0,3,1,76,1,1,-36.4,4.857,5191.0
41,9,5,4,649,3,1,-41.8,4.959,5228.1
42,1,1,4,107,1,1,-36.4,4.856,5191.0
29,0,6,0,88,4,1,-36.1,4.963,5228.1
39,9,6,1,644,3,1,-42.7,4.962,5228.1
30,1,0,2,252,1,0,-46.2,1.327,5099.1
53,5,6,3,62,4,1,-42.7,4.961,5228.1
39,1,2,0,199,3,1,-36.4,4.864,5191.0
29,1,2,0,437,7,1,-42.7,4.963,5228.1
30,0,3,1,742,4,1,-42.7,4.96,5228.1
20,8,3,4,74,1,1,-33.6,1.029,5076.2
42,7,1,2,290,3,1,-42.0,4.076,5195.8
49,9,0,0,378,1,0,-42.0,4.021,5195.8
33,0,6,2,1834,1,1,-36.1,4.968,5228.1
31,4,6,3,199,1,1,-36.1,4.963,5228.1
33,4,6,2,119,3,1,-49.5,0.987,4963.6
30,0,6,4,75,4,1,-36.1,4.965,5228.1
43,1,0,0,1534,2,1,-36.4,4.855,5191.0
38,10,3,2,446,1,1,-36.4,4.855,5191.0
26,0,6,2,224,1,1,-40.8,1.26,5076.2
34,9,6,4,217,1,1,-36.4,4.857,5191.0
35,9,5,4,161,1,1,-42.0,4.12,5195.8
34,9,5,0,161,1,1,-36.1,4.966,5228.1
36,0,6,4,374,2,1,-36.4,4.859,5191.0
29,0,3,2,130,3,1,-42.7,4.968,5228.1
29,1,0,0,667,3,1,-46.2,1.25,5099.1
57,4,6,0,277,2,2,-37.5,0.883,4963.6
31,2,1,3,256,5,1,-36.4,4.857,5191.0
49,1,0,0,504,1,1,-36.4,4.857,5191.0
24,0,6,2,303,1,0,-37.5,0.879,4963.6
55,1,1,2,78,1,1,-42.7,4.962,5228.1
26,8,3,4,29,4,1,-46.2,1.281,5099.1
39,1,1,2,108,3,1,-36.4,4.855,5191.0
37,9,3,2,54,2,1,-36.4,4.86,5191.0
34,4,6,1,248,2,1,-36.4,4.857,5191.0
32,1,0,3,13,1,0,-39.8,0.761,4991.6
52,3,1,3,56,1,1,-36.1,4.966,5228.1
43,4,7,0,38,2,1,-36.4,4.864,5191.0
27,1,7,0,187,1,1,-36.4,4.857,5191.0
31,9,5,3,662,5,1,-41.8,4.864,5228.1
30,1,2,4,988,1,1,-42.7,4.963,5228.1
36,9,6,1,196,1,1,-41.8,4.961,5228.1
40,7,3,4,44,1,1,-36.4,4.859,5191.0
26,7,3,3,188,1,1,-36.4,4.856,5191.0
33,0,6,2,759,1,2,-49.5,1.025,4963.6
39,9,3,0,642,1,1,-46.2,1.25,5099.1
35,7,2,4,188,1,1,-47.1,1.445,5099.1
32,4,6,3,160,2,1,-46.2,1.344,5099.1
28,0,3,0,300,1,1,-50.0,1.531,5099.1
40,1,2,3,2456,2,1,-41.8,4.864,5228.1
29,9,6,4,626,3,1,-36.1,4.967,5228.1
50,0,3,1,146,2,1,-46.2,1.244,5099.1
28,0,6,0,94,2,1,-42.7,4.963,5228.1
39,2,6,4,58,1,1,-39.8,0.727,4991.6
46,7,5,4,292,2,1,-41.8,4.958,5228.1
57,0,2,4,283,3,1,-36.4,4.857,5191.0
54,5,0,3,237,1,1,-42.7,4.961,5228.1
25,8,3,4,442,1,1,-47.1,1.415,5099.1
39,3,3,4,214,3,1,-42.0,4.12,5195.8
48,0,7,3,67,1,1,-42.0,4.153,5195.8
28,0,3,3,52,1,1,-46.2,1.291,5099.1
56,4,6,4,29,1,1,-36.4,4.858,5191.0
31,0,3,2,55,1,1,-36.4,4.86,5191.0
29,0,6,2,43,4,0,-42.0,4.076,5195.8
42,4,7,2,259,1,1,-26.9,0.741,5017.5
57,2,6,3,290,2,1,-36.4,4.857,5191.0
35,9,6,0,187,1,1,-42.7,4.957,5228.1
54,0,6,2,324,3,1,-42.7,4.968,5228.1
51,0,6,0,88,1,1,-36.1,4.966,5228.1
65,4,7,4,456,2,2,-33.0,0.715,5023.5
32,0,6,2,147,4,1,-36.4,4.86,5191.0
41,4,2,3,378,3,1,-36.4,4.856,5191.0
42,7,2,0,42,2,0,-46.2,1.25,5099.1
37,1,2,3,77,1,1,-36.4,4.857,5191.0
34,9,5,3,148,1,1,-36.4,4.856,5191.0
49,0,3,0,36,2,1,-42.0,4.021,5195.8
31,0,3,4,132,6,1,-41.8,4.962,5228.1
62,9,7,1,123,2,2,-40.3,0.827,4991.6
35,7,6,3,119,2,1,-42.7,4.961,5228.1
42,1,1,0,108,2,1,-36.4,4.859,5191.0
38,0,1,2,262,3,1,-42.7,4.968,5228.1
43,1,0,2,219,1,1,-36.4,4.855,5191.0
37,2,3,4,538,2,1,-42.7,4.957,5228.1
38,11,7,2,27,10,1,-36.1,4.962,5228.1
30,9,6,3,106,1,1,-36.4,4.856,5191.0
29,0,3,0,17,4,1,-41.8,4.967,5228.1
57,3,0,4,224,2,2,-34.6,0.642,5008.7
34,9,2,4,105,1,1,-41.8,4.864,5228.1
30,1,2,0,185,1,1,-41.8,4.967,5228.1
41,4,1,3,271,2,1,-41.8,4.961,5228.1
36,2,3,3,736,7,1,-47.1,1.453,5099.1
29,9,6,3,225,2,1,-42.7,4.962,5228.1
39,1,7,4,123,3,1,-42.7,4.963,5228.1
48,0,3,1,65,3,1,-41.8,4.961,5228.1
36,0,6,4,87,1,0,-31.4,0.879,5076.2
35,7,1,1,392,2,2,-46.2,1.354,5099.1
33,0,6,2,410,1,0,-26.9,0.722,5017.5
34,9,6,0,162,2,0,-46.2,1.25,5099.1
35,0,3,4,86,3,1,-42.7,4.963,5228.1
51,7,3,2,148,4,1,-36.4,4.86,5191.0
30,1,2,3,428,1,1,-36.4,4.856,5191.0
53,2,0,3,398,2,1,-34.6,0.644,5008.7
38,9,6,1,737,6,1,-39.8,0.754,4991.6
46,1,3,0,116,3,1,-41.8,4.967,5228.1
40,7,3,0,288,3,1,-36.4,4.864,5191.0
39,0,6,2,79,3,1,-42.7,4.968,5228.1
36,1,5,4,236,1,1,-36.4,4.857,5191.0
42,3,0,1,130,1,1,-36.4,4.857,5191.0
50,10,3,4,344,2,1,-36.1,4.967,5228.1
28,8,6,4,225,2,1,-36.4,4.859,5191.0
53,7,2,3,723,2,1,-42.7,4.955,5228.1
55,4,0,4,58,3,1,-41.8,4.962,5228.1
49,0,6,0,44,2,1,-42.7,4.962,5228.1
33,0,6,0,266,2,1,-36.4,4.857,5191.0
42,0,6,2,160,1,1,-40.8,1.26,5076.2
46,5,0,1,550,3,1,-41.8,4.865,5228.1
37,6,5,0,254,1,1,-36.4,4.857,5191.0
31,0,6,0,213,2,1,-41.8,4.967,5228.1
48,1,2,4,100,1,1,-41.8,4.959,5228.1
31,7,3,1,335,1,1,-36.4,4.857,5191.0
48,2,6,2,62,1,2,-47.1,1.365,5099.1
30,6,6,2,311,27,1,-42.7,4.963,5228.1
25,6,6,0,317,2,1,-36.4,4.855,5191.0
39,0,3,2,344,2,1,-36.4,4.86,5191.0
57,5,3,4,114,2,1,-36.4,4.856,5191.0
43,9,5,3,315,2,1,-41.8,4.961,5228.1
40,4,6,1,88,2,1,-41.8,4.958,5228.1
43,1,0,0,518,3,1,-46.2,1.313,5099.1
33,0,3,0,36,2,1,-41.8,4.959,5228.1
31,10,5,0,538,1,1,-42.7,4.959,5228.1
55,4,6,0,296,3,1,-42.0,4.021,5195.8
51,5,2,3,369,1,1,-36.4,4.856,5191.0
34,9,5,0,544,3,1,-50.0,1.726,5099.1
43,1,0,1,149,6,1,-36.4,4.857,5191.0
30,7,3,4,149,1,1,-42.7,4.963,5228.1
46,7,7,0,229,1,1,-36.1,4.964,5228.1
33,9,5,4,199,7,0,-46.2,1.334,5099.1
34,0,6,4,113,3,1,-36.1,4.964,5228.1
56,2,6,2,99,1,1,-47.1,1.365,5099.1
44,1,0,1,181,1,1,-36.4,4.857,5191.0
49,1,1,2,128,3,1,-42.7,4.958,5228.1
54,3,7,1,167,1,1,-36.4,4.857,5191.0
35,0,6,0,358,1,1,-41.8,4.967,5228.1
37,0,6,3,131,1,1,-36.1,4.968,5228.1
27,9,7,2,174,8,1,-41.8,4.955,5228.1
47,7,7,1,32,2,1,-41.8,4.96,5228.1
53,5,0,2,101,23,1,-36.4,4.86,5191.0
29,1,2,2,91,1,1,-46.2,1.266,5099.1
63,4,7,0,156,2,0,-29.8,0.803,5017.5
54,2,0,3,150,2,0,-42.0,4.153,5195.8
37,10,6,2,212,2,1,-42.0,4.076,5195.8
33,9,3,0,41,2,0,-42.0,4.021,5195.8
33,0,6,3,263,5,1,-42.7,4.961,5228.1
35,1,2,4,305,3,0,-31.4,0.879,5076.2
51,5,2,0,50,1,1,-42.7,4.962,5228.1
48,1,0,0,493,1,1,-41.8,4.959,5228.1
51,0,6,2,76,1,1,-36.1,4.963,5228.1
40,9,6,0,10,3,1,-42.0,4.021,5195.8
64,4,6,2,421,1,0,-33.0,0.72,5023.5
34,0,6,4,245,3,1,-37.5,0.886,4963.6
25,6,6,1,105,1,1,-36.4,4.858,5191.0
18,8,7,3,401,2,1,-29.8,0.788,5017.5
27,1,1,0,408,2,1,-36.4,4.864,5191.0
31,9,6,2,142,2,1,-36.1,4.963,5228.1
33,3,3,1,101,3,1,-36.1,4.965,5228.1
35,9,5,4,66,2,1,-46.2,1.334,5099.1
41,4,3,1,440,1,1,-41.8,4.961,5228.1
58,0,3,2,337,1,2,-37.5,0.878,4963.6
64,3,0,2,232,1,1,-33.0,0.714,5023.5
33,9,6,0,204,3,0,-46.2,1.25,5099.1
57,0,5,3,60,4,1,-42.7,4.961,5228.1
42,9,5,1,377,1,1,-46.2,1.264,5099.1
39,0,0,4,249,2,1,-36.4,4.859,5191.0
40,0,3,4,524,3,0,-26.9,0.724,5017.5
25,1,3,2,250,1,1,-36.4,4.855,5191.0
26,8,7,2,81,1,0,-29.8,0.809,5017.5
38,0,6,1,464,1,1,-41.8,4.961,5228.1
33,1,3,4,202,2,1,-36.4,4.857,5191.0
29,7,5,3,836,3,1,-36.1,4.963,5228.1
38,0,6,1,337,3,1,-30.1,0.719,5017.5
57,6,6,2,552,16,1,-42.7,4.962,5228.1
43,7,2,2,110,17,1,-41.8,4.866,5228.1
32,2,1,4,163,1,1,-36.4,4.856,5191.0
29,10,0,2,143,6,1,-42.0,4.076,5195.8
45,3,5,3,74,2,1,-36.4,4.856,5191.0
45,9,5,4,128,1,1,-36.1,4.967,5228.1
33,9,5,2,93,7,1,-42.7,4.958,5228.1
49,6,5,0,374,2,1,-36.4,4.859,5191.0
40,1,2,3,381,2,1,-36.4,4.856,5191.0
27,0,3,3,158,1,1,-42.7,4.962,5228.1
47,1,0,2,74,5,1,-41.8,4.866,5228.1
34,4,6,0,433,1,1,-47.1,1.405,5099.1
29,0,3,3,100,2,1,-40.8,1.286,5076.2
56,7,3,0,310,1,1,-46.2,1.25,5099.1
40,1,1,1,97,2,1,-47.1,1.405,5099.1
61,9,5,2,106,2,0,-26.9,0.722,5017.5
48,10,0,3,163,6,1,-42.7,4.961,5228.1
35,6,2,4,151,2,1,-36.4,4.858,5191.0
32,0,3,4,156,1,1,-42.7,4.957,5228.1
28,0,3,1,165,5,1,-36.4,4.858,5191.0
29,7,2,0,79,2,0,-46.2,1.25,5099.1
53,0,6,1,115,1,1,-40.8,1.215,5076.2
53,1,0,0,317,1,1,-36.4,4.859,5191.0
42,0,6,4,96,1,1,-36.4,4.857,5191.0
33,9,5,1,69,3,1,-47.1,1.405,5099.1
26,0,6,3,65,1,1,-42.7,4.961,5228.1
29,0,6,3,160,2,1,-40.8,1.286,5076.2
48,9,3,0,700,1,1,-36.4,4.857,5191.0
37,9,5,1,76,1,1,-36.1,4.965,5228.1
25,1,2,2,56,1,1,-36.4,4.86,5191.0
54,5,3,3,119,10,1,-36.4,4.856,5191.0
31,9,5,3,37,4,1,-42.7,4.961,5228.1
52,0,1,2,152,1,1,-36.4,4.86,5191.0
59,4,6,1,163,2,1,-36.1,4.965,5228.1
41,7,6,0,325,1,1,-31.4,0.881,5076.2
41,6,2,0,313,4,1,-36.1,4.964,5228.1
50,1,5,0,102,1,1,-42.0,4.021,5195.8
45,7,0,2,296,1,1,-47.1,1.41,5099.1
29,9,3,2,321,1,1,-42.7,4.958,5228.1
38,4,5,2,172,1,1,-42.0,4.076,5195.8
37,1,0,1,296,1,1,-36.4,4.857,5191.0
30,7,3,2,52,4,1,-36.4,4.86,5191.0
40,0,6,3,72,2,1,-42.0,4.153,5195.8
32,9,5,1,62,1,0,-47.1,1.405,5099.1
35,0,6,0,60,1,1,-36.4,4.864,5191.0
41,1,2,4,94,1,1,-46.2,1.334,5099.1
43,10,6,1,404,4,1,-36.4,4.857,5191.0
35,0,6,0,159,9,1,-41.8,4.967,5228.1
30,10,6,4,400,1,1,-47.1,1.405,5099.1
39,4,6,0,837,1,1,-46.2,1.25,5099.1
29,9,2,1,214,1,1,-46.2,1.299,5099.1
37,6,0,2,281,1,1,-46.2,1.327,5099.1
34,1,0,0,285,5,1,-46.2,1.25,5099.1
30,9,6,2,244,2,2,-33.0,0.72,5023.5
40,9,5,3,451,1,1,-36.1,4.968,5228.1
31,0,6,4,126,1,1,-36.1,4.967,5228.1
29,9,3,0,206,1,1,-42.0,4.021,5195.8
46,1,2,2,364,3,1,-46.2,1.327,5099.1
30,7,3,2,647,2,0,-47.1,1.41,5099.1
33,7,3,3,143,2,1,-42.7,4.962,5228.1
27,0,6,1,761,2,1,-40.8,1.266,5076.2
55,4,6,0,72,1,0,-31.4,0.849,5076.2
56,7,3,2,871,3,1,-42.0,4.076,5195.8
38,2,6,4,83,4,1,-42.7,4.963,5228.1
60,5,6,1,338,2,1,-49.5,1.0,4963.6
43,1,0,1,268,1,1,-47.1,1.405,5099.1
54,1,2,1,75,2,1,-41.8,4.961,5228.1
25,8,3,4,54,1,1,-47.1,1.415,5099.1
49,9,5,0,10,14,1,-41.8,4.959,5228.1
36,10,2,2,114,2,1,-46.2,1.266,5099.1
38,0,6,3,178,1,1,-36.1,4.965,5228.1
35,7,3,4,87,1,0,-46.2,1.334,5099.1
48,4,3,3,135,1,1,-36.1,4.968,5228.1
40,9,2,2,74,1,1,-36.4,4.86,5191.0
46,0,3,1,83,5,1,-46.2,1.354,5099.1
33,9,6,3,664,3,1,-36.1,4.966,5228.1
39,1,2,4,228,9,1,-36.4,4.857,5191.0
47,0,6,1,767,3,1,-49.5,1.0,4963.6
35,0,3,3,84,1,1,-42.0,4.153,5195.8
40,9,5,0,234,1,1,-42.7,4.962,5228.1
32,9,5,3,78,1,0,-42.0,4.153,5195.8
31,9,6,1,120,2,1,-46.2,1.299,5099.1
30,7,3,0,56,2,1,-41.8,4.967,5228.1
38,9,5,0,232,2,1,-47.1,1.405,5099.1
30,4,6,4,210,1,0,-37.5,0.88,4963.6
41,9,3,4,91,2,1,-36.1,4.967,5228.1
39,9,3,1,225,2,1,-36.1,4.965,5228.1
35,0,6,1,209,2,1,-36.4,4.857,5191.0
43,4,3,3,24,1,1,-36.4,4.857,5191.0
36,0,3,3,138,4,1,-36.4,4.856,5191.0
49,0,6,1,244,3,1,-41.8,4.961,5228.1
57,3,0,4,288,3,1,-36.4,4.857,5191.0
55,5,2,2,16,3,1,-42.7,4.968,5228.1
28,7,3,3,561,4,0,-46.2,1.291,5099.1
49,0,2,3,145,4,1,-42.7,4.961,5228.1
54,7,3,1,193,1,1,-42.0,4.191,5195.8
55,4,2,4,421,2,1,-42.7,4.963,5228.1
31,1,3,4,436,1,1,-42.0,4.12,5195.8
31,0,3,3,241,1,0,-38.3,0.886,4991.6
42,1,0,2,560,3,1,-46.2,1.327,5099.1
31,1,0,4,128,1,0,-46.2,1.27,5099.1
46,0,6,3,146,1,1,-42.7,4.961,5228.1
36,0,6,1,230,2,1,-42.7,4.962,5228.1
59,0,6,2,259,3,2,-31.4,0.829,5076.2
37,3,3,2,481,1,1,-36.1,4.968,5228.1
39,1,2,1,378,3,1,-46.2,1.354,5099.1
35,0,3,2,228,3,1,-36.4,4.86,5191.0
43,0,6,3,497,1,1,-42.7,4.961,5228.1
65,5,3,3,384,2,1,-26.9,0.744,5017.5
36,0,6,3,78,3,1,-41.8,4.864,5228.1
52,2,6,1,92,2,1,-41.8,4.96,5228.1
36,0,1,0,72,1,1,-42.0,4.021,5195.8
40,1,0,2,78,1,1,-41.8,4.961,5228.1
50,1,0,3,231,2,1,-42.7,4.961,5228.1
27,0,3,1,36,1,1,-38.3,0.888,4991.6
24,8,6,2,20,3,1,-42.7,4.958,5228.1
48,9,6,2,42,7,1,-36.1,4.962,5228.1
56,0,1,1,70,3,1,-42.7,4.962,5228.1
39,1,2,2,37,6,1,-46.2,1.266,5099.1
34,7,3,3,148,2,1,-46.2,1.291,5099.1
32,9,5,0,82,5,1,-36.1,4.964,5228.1
56,9,5,1,517,3,0,-46.2,1.244,5099.1
30,1,2,2,71,2,1,-42.0,4.076,5195.8
58,0,6,0,21,7,1,-42.0,4.021,5195.8
45,0,2,0,138,1,1,-36.4,4.855,5191.0
36,1,2,4,157,1,1,-42.7,4.963,5228.1
40,1,0,2,91,15,1,-42.7,4.963,5228.1
47,9,5,2,9,1,1,-39.8,0.742,4991.6
25,7,1,2,88,1,1,-42.7,4.958,5228.1
33,0,6,4,358,2,0,-46.2,1.281,5099.1
42,1,0,0,372,3,1,-41.8,4.959,5228.1
35,4,6,3,471,2,1,-36.1,4.963,5228.1
29,2,2,1,223,3,1,-42.7,4.962,5228.1
46,0,6,4,176,4,1,-36.4,4.858,5191.0
35,1,1,2,144,7,1,-41.8,4.866,5228.1
21,8,3,0,24,7,1,-41.8,4.959,5228.1
33,0,6,0,227,1,1,-36.1,4.964,5228.1
31,0,3,1,120,3,1,-42.7,4.962,5228.1
36,1,2,2,465,3,1,-36.4,4.86,5191.0
47,0,6,3,194,3,1,-42.7,4.962,5228.1
43,9,3,3,88,1,1,-36.1,4.963,5228.1
44,0,6,2,604,1,1,-42.7,4.962,5228.1
41,1,0,1,334,7,1,-36.4,4.857,5191.0
46,2,2,1,241,2,1,-36.4,4.857,5191.0
43,0,3,0,212,1,1,-29.8,0.773,5017.5
42,0,6,1,401,2,1,-42.7,4.96,5228.1
52,4,5,4,85,7,1,-47.1,1.372,5099.1
31,1,3,4,249,11,1,-36.4,4.857,5191.0
34,9,7,3,206,1,2,-50.8,1.046,4963.6
44,9,7,1,440,1,1,-36.4,4.857,5191.0
38,0,6,0,198,1,1,-36.4,4.864,5191.0
35,7,3,2,195,2,0,-46.2,1.327,5099.1
35,9,5,4,456,3,1,-46.2,1.334,5099.1
53,7,3,4,9,9,1,-46.2,1.281,5099.1
55,10,6,3,212,3,2,-34.8,0.652,5008.7
39,0,1,4,312,2,1,-42.7,4.963,5228.1
38,0,3,0,224,5,1,-36.4,4.864,5191.0
30,1,3,4,85,1,1,-36.4,4.858,5191.0
36,9,5,0,322,2,1,-47.1,1.405,5099.1
38,1,1,0,331,6,1,-36.4,4.857,5191.0
57,9,0,3,101,1,1,-36.4,4.857,5191.0
50,0,6,2,567,5,1,-33.6,1.072,5076.2
52,0,6,1,434,2,1,-46.2,1.354,5099.1
57,4,6,4,435,2,1,-36.4,4.856,5191.0
27,7,3,2,148,1,1,-42.7,4.962,5228.1
43,0,3,4,30,1,1,-41.8,4.962,5228.1
56,2,6,0,536,2,1,-46.2,1.25,5099.1
44,4,6,0,47,5,1,-46.2,1.313,5099.1
49,0,3,0,366,2,1,-42.7,4.963,5228.1
30,0,2,2,539,1,1,-42.0,4.076,5195.8
61,5,2,3,125,2,1,-50.0,1.556,5099.1
61,5,6,4,250,2,2,-38.3,0.9,4991.6
36,1,2,3,239,1,1,-46.2,1.344,5099.1
48,9,6,3,82,1,0,-42.0,4.153,5195.8
45,1,0,3,115,5,1,-42.7,4.961,5228.1
30,7,3,3,200,1,0,-42.0,4.153,5195.8
31,0,6,3,204,2,1,-36.4,4.856,5191.0
26,0,3,3,479,1,1,-40.8,1.262,5076.2
37,9,6,0,57,5,1,-36.4,4.857,5191.0
38,1,7,3,154,1,1,-42.0,4.153,5195.8
42,9,2,3,618,1,1,-36.4,4.856,5191.0
51,1,2,4,220,1,1,-46.2,1.334,5099.1
60,0,3,2,609,1,1,-36.4,4.86,5191.0
45,2,5,3,211,3,1,-42.7,4.961,5228.1
42,7,6,1,17,6,1,-47.1,1.405,5099.1
45,2,6,2,216,1,1,-42.7,4.968,5228.1
39,2,6,1,219,2,1,-36.4,4.858,5191.0
58,3,5,3,98,10,1,-36.1,4.965,5228.1
54,0,6,0,172,1,1,-29.8,0.803,5017.5
31,1,5,2,414,1,1,-31.4,0.873,5076.2
20,1,2,2,42,7,1,-46.2,1.266,5099.1
32,0,6,0,18,8,0,-46.2,1.25,5099.1
29,1,2,2,633,1,1,-42.7,4.963,5228.1
28,0,3,3,83,2,0,-26.9,0.728,5017.5
58,5,5,1,410,4,1,-36.1,4.97,5228.1
33,1,2,3,321,1,1,-41.8,4.961,5228.1
35,9,5,2,98,1,1,-36.1,4.963,5228.1
53,2,6,3,893,1,1,-42.7,4.961,5228.1
39,4,3,0,163,2,0,-42.0,4.021,5195.8
31,7,3,2,9,17,1,-42.7,4.968,5228.1
27,0,6,1,471,2,0,-46.2,1.299,5099.1
38,9,3,3,237,1,1,-36.1,4.966,5228.1
55,1,0,2,270,1,1,-41.8,4.958,5228.1
49,0,6,0,110,6,0,-37.5,0.883,4963.6
54,1,5,1,198,3,1,-36.4,4.857,5191.0
45,0,2,4,575,9,1,-42.0,4.12,5195.8
28,0,3,4,165,1,0,-46.2,1.281,5099.1
45,4,3,1,78,1,1,-36.1,4.97,5228.1
56,9,6,2,13,2,1,-42.7,4.968,5228.1
33,9,5,0,404,1,0,-47.1,1.405,5099.1
32,2,3,1,314,1,1,-36.4,4.857,5191.0
23,8,2,2,6,7,1,-46.2,1.327,5099.1
43,0,3,0,425,1,1,-36.4,4.857,5191.0
38,0,3,2,449,1,2,-34.6,0.659,5008.7
45,1,7,0,637,1,1,-47.1,1.405,5099.1
59,5,0,3,128,1,1,-46.2,1.266,5099.1
50,1,0,3,507,1,1,-36.4,4.857,5191.0
50,6,5,2,77,2,1,-42.7,4.968,5228.1
